,Name,Date,Time,Category,SubCategory,Max,Min,SalesStart,SalesEnd,Status,City,State,Latitude,Longitude,Description,Currency,URL,ID,Venues
259,Chicago Blackhawks vs. Anaheim Ducks,2024-03-12,19:30:00,Hockey,NHL,663.0,23.0,2023-08-31 15:00:00,2024-03-13 02:30:00,onsale,Chicago,Illinois,41.88124412,-87.67427375,N/A,USD,https://www.ticketmaster.com/chicago-blackhawks-vs-anaheim-ducks-chicago-illinois-03-12-2024/event/04005EDC97C413D0,vvG18Z9cw9sv28,N/A
260,New York Yankees vs. Minnesota Twins,2024-06-04,19:05:00,Baseball,MLB,390.0,5.0,2023-09-13 14:00:00,2024-06-04 23:05:00,onsale,Bronx,New York,40.8285237,-73.9276264,"Please adhere to published limits. Persons who exceed the ticket limit may have any or all of their orders and tickets cancelled without notice by Ticketmaster in its discretion. This includes orders associated with the same name, e-mail, billing address, credit card number or other information. If you purchase tickets, you may receive customer service messages via email from the New York Yankees, including optional surveys regarding your baseball experience. Ticket holder assumes all risk of injury from balls and bats entering the stands. Please note that protective netting of varying heights is used in the Stadium from Section 011 to behind home plate to Section 029. For more information, please visit yankees.com/netting. The number of innings in a regulation game shall be determined by MLB and may be shortened in accordance with MLB rules. Licensor makes no representation, warranty and/or guarantee that nine (9) innings will be played in any regulation game.",USD,https://www.ticketmaster.com/new-york-yankees-vs-minnesota-twins-bronx-new-york-06-04-2024/event/1D005F26CC1B4C59,G5vVZ9whGkVs_,N/A
261,Buffalo Sabres vs. Detroit Red Wings,2024-03-12,19:00:00,Hockey,NHL,900.0,20.0,2023-09-05 14:00:00,2024-03-13 00:00:00,onsale,Buffalo,New York,42.874941,-78.8762239,"Please Note: KEYBANK CENTER BAG POLICY: ALL BAGS, BACKPACKS, AND PURSES ARE PROHIBITED",USD,https://www.ticketmaster.com/buffalo-sabres-vs-detroit-red-wings-buffalo-new-york-03-12-2024/event/00005EDACACD581C,k7vGF9cl1S4Oj,N/A
262,Disney On Ice presents Find Your Hero,2024-03-14,19:00:00,Ice Shows,Ice Shows,95.0,23.0,2023-10-24 14:00:00,2024-03-15 00:00:00,onsale,Estero,Florida,26.440127,-81.778614,"Discover the hero inside us all when Disney On Ice returns with the magical adventures of favorite Disney stars brought to life like never before. Step inside the music and magic of Encanto with Mirabel and her family as they learn that everyone has a special gift. Sail away with Moana and Maui on their brave journey across the ocean to return the heart of Te Fiti. Join Anna and Elsa on their quest to protect their kingdom. Be inspired by the Disney Princesses with stories of courage, determination and kindness as you swim under the sea with Ariel, explore an enchanted castle with Belle, and belt out your dreams with Rapunzel. Hosted by Mickey and Minnie, experience world-class ice skating, iconic music, and stunning costumes that will make Disney On Ice presents Find Your Hero an experience the whole family will treasure forever. *Note: Costumes not permitted for guests 14 years & older. Visit DisneyOnIce.com for more information.",USD,https://www.ticketmaster.com/disney-on-ice-presents-find-your-estero-florida-03-14-2024/event/0D005F21A0E0BA26,vvG1VZ9wkOz5IJ,N/A
263,Anaheim Ducks vs. Los Angeles Kings,2024-04-09,19:00:00,Hockey,NHL,574.0,51.0,,,onsale,Anaheim,California,33.80780364,-117.87653112,N/A,USD,https://www.ticketmaster.com/anaheim-ducks-vs-los-angeles-kings-anaheim-california-04-09-2024/event/09005ED6CA86368D,vvG10Z9ch1-NQu,N/A
264,"Wizards vs Raptors (Gym Bag - First 5,000 Fans)",2024-03-23,20:00:00,Basketball,NBA,888.0,18.0,2023-09-07 14:00:00,2024-03-24 01:00:00,onsale,Washington,District of Columbia,38.897412,-77.020029,N/A,USD,https://www.ticketmaster.com/wizards-vs-raptors-gym-bag-first-washington-district-of-columbia-03-23-2024/event/15005F11AC6E2647,G5vfZ9skihx_6,N/A
265,Hamilton (Touring),2024-07-06,14:00:00,Theatre,Musical,229.0,49.0,2023-12-11 16:00:00,2024-07-06 20:00:00,onsale,Tempe,Arizona,33.4170454,-111.9399956,"HAMILTON is the story of America then, told by America now. Featuring a score that blends hip-hop, jazz, R&B and Broadway, HAMILTON has taken the story of American founding father Alexander Hamilton and created a revolutionary moment in theatre-a musical that has had a profound impact on culture, politics, and education. With book, music, and lyrics by Lin-Manuel Miranda, direction by Thomas Kail, choreography by Andy Blankenbuehler, and musical supervision and orchestrations by Alex Lacamoire, HAMILTON is based on Ron Chernow's acclaimed biography. It has won Tony, Grammy, and Olivier Awards, the Pulitzer Prize for Drama, and an unprecedented special citation from the Kennedy Center Honors.",USD,https://www.ticketmaster.com/hamilton-touring-tempe-arizona-07-06-2024/event/19005F76977E11DE,G5v0Z9MQ9L-6r,N/A
266,Disney On Ice presents Find Your Hero,2024-03-17,13:00:00,Ice Shows,Ice Shows,95.0,23.0,2023-10-24 14:00:00,2024-03-17 18:00:00,onsale,Estero,Florida,26.440127,-81.778614,"Discover the hero inside us all when Disney On Ice returns with the magical adventures of favorite Disney stars brought to life like never before. Step inside the music and magic of Encanto with Mirabel and her family as they learn that everyone has a special gift. Sail away with Moana and Maui on their brave journey across the ocean to return the heart of Te Fiti. Join Anna and Elsa on their quest to protect their kingdom. Be inspired by the Disney Princesses with stories of courage, determination and kindness as you swim under the sea with Ariel, explore an enchanted castle with Belle, and belt out your dreams with Rapunzel. Hosted by Mickey and Minnie, experience world-class ice skating, iconic music, and stunning costumes that will make Disney On Ice presents Find Your Hero an experience the whole family will treasure forever. *Note: Costumes not permitted for guests 14 years & older. Visit DisneyOnIce.com for more information.",USD,https://www.ticketmaster.com/disney-on-ice-presents-find-your-estero-florida-03-17-2024/event/0D005F21A0F7BA73,vvG1VZ9wkOWDtS,N/A
267,Los Angeles Kings vs. Anaheim Ducks,2024-04-13,19:30:00,Hockey,NHL,0.0,0.0,1900-01-01 18:00:00,2024-04-14 02:30:00,onsale,Los Angeles,California,34.053101,-118.2649,N/A,N/A,https://www.ticketmaster.com/event/Z7r9jZ1AdPZpf,Z7r9jZ1AdPZpf,N/A
268,Monster Jam,2024-04-20,17:00:00,Motorsports/Racing,Motorsports/Racing,190.0,15.0,2023-11-14 15:00:00,2024-04-20 23:00:00,onsale,Foxborough,Massachusetts,42.090918,-71.264321,"Experience full-throttle family fun at Monster Jam®, where the world's best drivers and their 12,000-pound monster trucks tear up the dirt in wide open competitions of speed and skill. You'll be on the edge of your seat watching your favorites like the legendary Grave Digger®, mighty Megalodon® and more show off crazy skills, massive stunts and all-out racing. Monster Jam. As Big As It Gets!™",USD,https://www.ticketmaster.com/monster-jam-foxborough-massachusetts-04-20-2024/event/01005F4386FA0F25,vvG17Z9VCkXOHP,N/A
269,Disney On Ice presents Into the Magic,2024-03-24,11:00:00,Ice Shows,Ice Shows,125.0,18.0,2023-11-14 15:00:00,2024-03-24 16:00:00,onsale,Trenton,New Jersey,40.2127206,-74.7577,"Discover why no dream is too big at Disney On Ice presents Into the Magic! Seek adventure in the great wide somewhere with Belle as she explores the Beasts enchanted castle, experience Moanas courage to embark on a voyage with demigod Maui to save her island, and sing-along with Miguel from Coco as he follows the music in his heart. Be inspired by Annas devotion to her sister Elsa on her journey to the North Mountain to stop the eternal winter, and watch Rapunzel and Flynn go to great lengths to make her dream come true. Celebrate the magic of courage, love and adventure at Disney On Ice! *Note: Costumes not permitted for guests 14 years & older. Visit DisneyOnIce.com for more information.",USD,https://www.ticketmaster.com/disney-on-ice-presents-into-the-trenton-new-jersey-03-24-2024/event/00005F4AE00A3291,k7vGF9VlOeN1o,N/A
270,New York Yankees vs. Boston Red Sox,2024-07-05,19:05:00,Baseball,MLB,440.0,45.0,2023-09-13 14:00:00,2024-07-05 23:05:00,onsale,Bronx,New York,40.8285237,-73.9276264,"Please adhere to published limits. Persons who exceed the ticket limit may have any or all of their orders and tickets cancelled without notice by Ticketmaster in its discretion. This includes orders associated with the same name, e-mail, billing address, credit card number or other information. If you purchase tickets, you may receive customer service messages via email from the New York Yankees, including optional surveys regarding your baseball experience. Ticket holder assumes all risk of injury from balls and bats entering the stands. Please note that protective netting of varying heights is used in the Stadium from Section 011 to behind home plate to Section 029. For more information, please visit yankees.com/netting. The number of innings in a regulation game shall be determined by MLB and may be shortened in accordance with MLB rules. Licensor makes no representation, warranty and/or guarantee that nine (9) innings will be played in any regulation game.",USD,https://www.ticketmaster.com/new-york-yankees-vs-boston-red-bronx-new-york-07-05-2024/event/1D005F26CC2B4CEF,G5vVZ9whG1VSR,N/A
271,Golden State Warriors vs. Dallas Mavericks,2024-04-02,19:00:00,Basketball,NBA,1600.0,115.0,2023-09-13 23:00:00,2024-04-03 02:00:00,rescheduled,San Francisco,California,37.76797,-122.387464,N/A,USD,https://www.ticketmaster.com/golden-state-warriors-vs-dallas-mavericks-san-francisco-california-04-02-2024/event/1C005F107A01122E,G5vYZ9svBZoFm,N/A
272,Pittsburgh Penguins vs. Carolina Hurricanes,2024-03-26,19:00:00,Hockey,NHL,240.0,40.0,2023-08-02 14:00:00,2024-03-27 00:00:00,onsale,Pittsburgh,Pennsylvania,40.4388401,-79.9908551,"Promotion: Pride Game Mobile Ticketing Alert: In an effort to ensure a ticketing experience that is more convenient, safe and secure for all Penguins fans, guests must present a mobile ticket on a smartphone for game entry. Screenshots and print outs will not be accepted. Bags are not permitted in PPG Paints Arena. Exceptions, after inspection, will be made for medical bags, diaper bags, and wristlets or wallets no larger than 4 x 6 x 1.5. PPG Paints Arena is a cashless venue. Credit and debit cards as well as Apple/Google Pay are accepted. Reverse ATMs are available to convert cash to a pre-paid Visa card. To make the most of your game day experience, be sure to download the Penguins app for online ticket management, mobile concession ordering, game previews and more!",USD,https://www.ticketmaster.com/pittsburgh-penguins-vs-carolina-hurricanes-pittsburgh-pennsylvania-03-26-2024/event/16005ED7DA0963E4,G5vbZ9cLQep20,N/A
273,SHANIA TWAIN - COME ON OVER The Las Vegas Residency - All The Hits!,2024-05-23,20:00:00,Country,Country,452.0,100.0,2023-08-21 17:00:00,2024-05-24 04:00:00,onsale,Las Vegas,Nevada,36.10961689,-115.17247058,N/A,USD,https://www.ticketmaster.com/shania-twain-come-on-over-the-las-vegas-nevada-05-23-2024/event/39005F0AC9631928,G5d0Z9Ylabs0I,N/A
274,Dallas Mavericks vs. Philadelphia 76ers,2024-03-03,12:00:00,Basketball,NBA,4850.0,39.0,2023-08-31 17:00:00,2024-03-03 20:00:00,onsale,Dallas,Texas,32.79067196,-96.81081803,ALL PATRONS AGES 2 AND ABOVE MUST HAVE A TICKET. 4 TICKET LIMIT,USD,https://www.ticketmaster.com/dallas-mavericks-vs-philadelphia-76ers-dallas-texas-03-03-2024/event/0C005F15D76441E3,vvG1YZ9s99_76N,N/A
275,New York Yankees vs. Philadelphia Phillies,2024-03-18,13:05:00,Baseball,MLB,140.0,30.0,2023-10-25 14:00:00,2024-03-18 18:05:00,onsale,Tampa,Florida,27.98008,-82.507423,"Please adhere to published limits. Persons who exceed the ticket limit may have any or all of their orders and tickets cancelled without notice by Ticketmaster in its discretion. This includes orders associated with the same name, e-mail, billing address, credit card number or other information. If you purchase tickets, you may receive customer service messages via email from the New York Yankees, and/or George M Steinbrenner Field, including optional surveys regarding your baseball experience. Ticket holder assumes all risk of injury from balls and bats entering the stands. Please note that protective netting of varying heights is used in the Stadium from Section 103 to behind home plate to Section 118. The number of innings in a regulation game shall be determined by MLB and may be shortened in accordance with MLB rules. Licensor makes no representation, warranty and/or guarantee that nine (9) innings will be played in any regulation game.",USD,https://www.ticketmaster.com/new-york-yankees-vs-philadelphia-phillies-tampa-florida-03-18-2024/event/0D005F4DAFBB146A,vvG1VZ9VURmson,N/A
276,Detroit Red Wings vs. Washington Capitals,2024-02-27,19:00:00,Hockey,NHL,238.0,40.0,2023-08-04 14:00:00,2024-02-28 01:00:00,onsale,Detroit,Michigan,42.341089,-83.055434,"Bags, Purses, Clutches larger than 4"" x 6"" x 1.5"" are prohibited. Diaper Bags and Medical Bags are permitted and should be no larger than 14"" x 14"" x 6"". The venue is CASHLESS. All tickets are MOBILE. Please download the Ticketmaster App to view and manage your tickets. Please plan to arrive early to reduce your wait time to enter the venue.",USD,https://www.ticketmaster.com/detroit-red-wings-vs-washington-capitals-detroit-michigan-02-27-2024/event/08005ED5C3B23C98,vvG1OZ9c9diNwb,N/A
277,SHANIA TWAIN - COME ON OVER The Las Vegas Residency - All The Hits!,2024-05-17,20:00:00,Country,Country,452.0,100.0,2023-08-21 17:00:00,2024-05-18 04:00:00,onsale,Las Vegas,Nevada,36.10961689,-115.17247058,N/A,USD,https://www.ticketmaster.com/shania-twain-come-on-over-the-las-vegas-nevada-05-17-2024/event/39005F0AC95D1922,G5d0Z9Yla9o0x,N/A
278,Arizona Coyotes vs. Minnesota Wild,2024-03-07,19:00:00,Hockey,NHL,998.0,90.0,2023-08-11 17:00:00,2024-03-08 02:00:00,onsale,Tempe,Arizona,33.42535353,-111.92926329,"Please note the following for Arizona Coyotes games at Mullett Arena: - The NHL has a NO BAG POLICY. Only small clutches are allowed. Each guest may carry a small clutch/purse no larger than 4.5 inches x 6.5 inches. All bags are subject to search. Other things to consider are no bags, backpacks, large purses, oversized tote bags, colored plastic bags, solid drawstring bags, fanny packs, camera bags, binocular cases, mesh bags or reusable grocery bags are allowed. The arena does NOT have a check-in location for prohibited items. Medical bags and diaper bags are permitted and subject to a thorough search. - Mullett Arena is a CASHLESS Venue. Cash will not be accepted. - Sections 114, 115, 116, and 117 DO NOT have seat backs. - The advance price for parking is $30.00 and day of game parking is $40.00. - Tickets labeled with SRO are Standing Room Only tickets in an assigned section and do not have a physical seat.",USD,https://www.ticketmaster.com/arizona-coyotes-vs-minnesota-wild-tempe-arizona-03-07-2024/event/19005EEA800E0D27,G5v0Z9mnZdOVE,N/A
279,Phoenix Suns vs. Philadelphia 76ers,2024-03-20,19:00:00,Basketball,NBA,4300.0,44.0,2023-08-18 17:00:00,2024-03-21 03:00:00,onsale,Phoenix,Arizona,33.445899,-112.071313,"Footprint Center is now a cashless environment. Please plan on using Visa, Mastercard, American Express or Discover during your visit. Don't have a credit/debit card? Convert cash into a preloaded Mastercard by visiting one of our reverse ATMs located near the Ticket Office or Section 218! When you purchase a ticket to a Footprint Center event, you can ride the Valley Metro Light Rail at no cost for four (4) hours prior to the event through the end of the transit day. With an increased focus on secure, contactless entry, mobile tickets will be required. All tickets will be delivered electronically with no exceptions, therefore will call is no longer available. All tickets are available via the Ticketmaster app or the Suns-Mercury-Footprint Center app. Standard ticket limit is six (6). Presales and first day of general on sale ticket limit is four (4). To purchase more tickets, please call 602.379.SUNS to find out about group tickets.",USD,https://www.ticketmaster.com/phoenix-suns-vs-philadelphia-76ers-phoenix-arizona-03-20-2024/event/19005F0B52B30E07,G5v0Z9Yc3iYz6,N/A
280,New York Yankees vs. Miami Marlins,2024-02-29,18:35:00,Baseball,MLB,90.0,20.0,2023-10-25 14:00:00,2024-03-01 00:35:00,onsale,Tampa,Florida,27.98008,-82.507423,"Please adhere to published limits. Persons who exceed the ticket limit may have any or all of their orders and tickets cancelled without notice by Ticketmaster in its discretion. This includes orders associated with the same name, e-mail, billing address, credit card number or other information. If you purchase tickets, you may receive customer service messages via email from the New York Yankees, and/or George M Steinbrenner Field, including optional surveys regarding your baseball experience. Ticket holder assumes all risk of injury from balls and bats entering the stands. Please note that protective netting of varying heights is used in the Stadium from Section 103 to behind home plate to Section 118. The number of innings in a regulation game shall be determined by MLB and may be shortened in accordance with MLB rules. Licensor makes no representation, warranty and/or guarantee that nine (9) innings will be played in any regulation game.",USD,https://www.ticketmaster.com/new-york-yankees-vs-miami-marlins-tampa-florida-02-29-2024/event/0D005F4DAFA21432,vvG1VZ9VURI-8w,N/A
281,Disney On Ice presents Find Your Hero,2024-04-07,13:00:00,Ice Shows,Ice Shows,95.28,25.47,2023-10-17 14:00:00,2024-04-07 19:00:00,onsale,Louisville,Kentucky,38.25713,-85.753958,"Discover the hero inside us all when Disney On Ice returns with the magical adventures of favorite Disney stars brought to life like never before. Step inside the music and magic of Encanto with Mirabel and her family as they learn that everyone has a special gift. Sail away with Moana and Maui on their brave journey across the ocean to return the heart of Te Fiti. Join Anna and Elsa on their quest to protect their kingdom. Be inspired by the Disney Princesses with stories of courage, determination and kindness as you swim under the sea with Ariel, explore an enchanted castle with Belle, and belt out your dreams with Rapunzel. Hosted by Mickey and Minnie, experience world-class ice skating, iconic music, and stunning costumes that will make Disney On Ice presents Find Your Hero an experience the whole family will treasure forever. *Note: Costumes not permitted for guests 14 years & older. Visit DisneyOnIce.com for more information.",USD,https://www.ticketmaster.com/disney-on-ice-presents-find-your-louisville-kentucky-04-07-2024/event/16005F16C48A2FBA,G5vbZ9sh7xxXB,N/A
282,Disney On Ice presents Into the Magic,2024-03-31,12:00:00,Ice Shows,Ice Shows,115.0,25.0,2023-11-14 15:00:00,2024-03-31 16:00:00,onsale,Hershey,Pennsylvania,40.285717,-76.6758748,"Discover why no dream is too big at Disney On Ice presents Into the Magic! Seek adventure in the great wide somewhere with Belle as she explores the Beasts enchanted castle, experience Moanas courage to embark on a voyage with demigod Maui to save her island, and sing-along with Miguel from Coco as he follows the music in his heart. Be inspired by Annas devotion to her sister Elsa on her journey to the North Mountain to stop the eternal winter, and watch Rapunzel and Flynn go to great lengths to make her dream come true. Celebrate the magic of courage, love and adventure at Disney On Ice! *Note: Costumes not permitted for guests 14 years & older. Visit DisneyOnIce.com for more information.",USD,https://www.ticketmaster.com/disney-on-ice-presents-into-the-hershey-pennsylvania-03-31-2024/event/02005F2FCF235DA2,vvG1FZ9wT2FgUx,N/A
283,Disney On Ice presents Find Your Hero,2024-03-10,15:00:00,Ice Shows,Ice Shows,90.29,15.05,2023-10-10 15:00:00,2024-03-10 21:00:00,onsale,Southaven,Mississippi,34.9305909,-89.9975673,"Discover the hero inside us all when Disney On Ice returns with the magical adventures of favorite Disney stars brought to life like never before. Step inside the music and magic of Encanto with Mirabel and her family as they learn that everyone has a special gift. Sail away with Moana and Maui on their brave journey across the ocean to return the heart of Te Fiti. Join Anna and Elsa on their quest to protect their kingdom. Be inspired by the Disney Princesses with stories of courage, determination and kindness as you swim under the sea with Ariel, explore an enchanted castle with Belle, and belt out your dreams with Rapunzel. Hosted by Mickey and Minnie, experience world-class ice skating, iconic music, and stunning costumes that will make Disney On Ice presents Find Your Hero an experience the whole family will treasure forever. *Note: Costumes not permitted for guests 14 years & older. Visit DisneyOnIce.com for more information. Clear bag policy is in effect.",USD,https://www.ticketmaster.com/disney-on-ice-presents-find-your-southaven-mississippi-03-10-2024/event/1B005F35812917ED,G5viZ9Spv1oLc,N/A
284,Hamilton (Touring),2024-07-01,19:30:00,Theatre,Musical,179.0,39.0,2023-12-11 16:00:00,2024-07-02 01:30:00,onsale,Tempe,Arizona,33.4170454,-111.9399956,"HAMILTON is the story of America then, told by America now. Featuring a score that blends hip-hop, jazz, R&B and Broadway, HAMILTON has taken the story of American founding father Alexander Hamilton and created a revolutionary moment in theatre-a musical that has had a profound impact on culture, politics, and education. With book, music, and lyrics by Lin-Manuel Miranda, direction by Thomas Kail, choreography by Andy Blankenbuehler, and musical supervision and orchestrations by Alex Lacamoire, HAMILTON is based on Ron Chernow's acclaimed biography. It has won Tony, Grammy, and Olivier Awards, the Pulitzer Prize for Drama, and an unprecedented special citation from the Kennedy Center Honors.",USD,https://www.ticketmaster.com/hamilton-touring-tempe-arizona-07-01-2024/event/19005F7697861210,G5v0Z9MQ9--F8,N/A
285,Washington Wizards vs. Miami Heat,2024-03-31,18:00:00,Basketball,NBA,888.0,27.0,2023-09-07 14:00:00,2024-03-31 23:00:00,onsale,Washington,District of Columbia,38.897412,-77.020029,N/A,USD,https://www.ticketmaster.com/washington-wizards-vs-miami-heat-washington-district-of-columbia-03-31-2024/event/15005F11AC762698,G5vfZ9skiqxQb,N/A
286,Milwaukee Bucks vs. Toronto Raptors,2024-04-05,19:00:00,Basketball,NBA,2631.0,26.0,2023-09-18 17:00:00,2024-04-06 01:00:00,onsale,Milwaukee,Wisconsin,43.04228,-87.916896,N/A,USD,https://www.ticketmaster.com/milwaukee-bucks-vs-toronto-raptors-milwaukee-wisconsin-04-05-2024/event/07005F1FEA043CA9,vvG1jZ9sTnvdwt,N/A
287,Disney On Ice presents Find Your Hero,2024-03-23,15:00:00,Ice Shows,Ice Shows,110.0,20.0,2023-10-10 15:00:00,2024-03-23 20:00:00,onsale,Pensacola,Florida,30.416366,-87.208459,"Discover the hero inside us all when Disney On Ice returns with the magical adventures of favorite Disney stars brought to life like never before. Step inside the music and magic of Encanto with Mirabel and her family as they learn that everyone has a special gift. Sail away with Moana and Maui on their brave journey across the ocean to return the heart of Te Fiti. Join Anna and Elsa on their quest to protect their kingdom. Be inspired by the Disney Princesses with stories of courage, determination and kindness as you swim under the sea with Ariel, explore an enchanted castle with Belle, and belt out your dreams with Rapunzel. Hosted by Mickey and Minnie, experience world-class ice skating, iconic music, and stunning costumes that will make Disney On Ice presents Find Your Hero an experience the whole family will treasure forever. *Note: Costumes not permitted for guests 14 years & older. Visit DisneyOnIce.com for more information.",USD,https://www.ticketmaster.com/disney-on-ice-presents-find-your-pensacola-florida-03-23-2024/event/1B005F2CECFB6FED,G5viZ9wSiXUTc,N/A
288,Disney On Ice presents Find Your Hero,2024-04-13,15:00:00,Ice Shows,Ice Shows,85.0,20.0,2023-10-24 15:00:00,2024-04-13 19:00:00,onsale,North Little Rock,Arkansas,34.754941,-92.264314,"Discover the hero inside us all when Disney On Ice returns with the magical adventures of favorite Disney stars brought to life like never before. Step inside the music and magic of Encanto with Mirabel and her family as they learn that everyone has a special gift. Sail away with Moana and Maui on their brave journey across the ocean to return the heart of Te Fiti. Join Anna and Elsa on their quest to protect their kingdom. Be inspired by the Disney Princesses with stories of courage, determination and kindness as you swim under the sea with Ariel, explore an enchanted castle with Belle, and belt out your dreams with Rapunzel. Hosted by Mickey and Minnie, experience world-class ice skating, iconic music, and stunning costumes that will make Disney On Ice presents Find Your Hero an experience the whole family will treasure forever. *Note: Costumes not permitted for guests 14 years & older. Visit DisneyOnIce.com for more information.",USD,https://www.ticketmaster.com/disney-on-ice-presents-find-your-north-little-rock-arkansas-04-13-2024/event/1B005F33CE7D4050,G5viZ9S2CLfv8,N/A
289,Disney On Ice presents Find Your Hero,2024-04-13,11:00:00,Ice Shows,Ice Shows,85.0,20.0,2023-10-24 15:00:00,2024-04-13 15:00:00,onsale,North Little Rock,Arkansas,34.754941,-92.264314,"Discover the hero inside us all when Disney On Ice returns with the magical adventures of favorite Disney stars brought to life like never before. Step inside the music and magic of Encanto with Mirabel and her family as they learn that everyone has a special gift. Sail away with Moana and Maui on their brave journey across the ocean to return the heart of Te Fiti. Join Anna and Elsa on their quest to protect their kingdom. Be inspired by the Disney Princesses with stories of courage, determination and kindness as you swim under the sea with Ariel, explore an enchanted castle with Belle, and belt out your dreams with Rapunzel. Hosted by Mickey and Minnie, experience world-class ice skating, iconic music, and stunning costumes that will make Disney On Ice presents Find Your Hero an experience the whole family will treasure forever. *Note: Costumes not permitted for guests 14 years & older. Visit DisneyOnIce.com for more information.",USD,https://www.ticketmaster.com/disney-on-ice-presents-find-your-north-little-rock-arkansas-04-13-2024/event/1B005F33CE744042,G5viZ9S2Cq7ve,N/A
290,Minnesota Wild vs. Arizona Coyotes,2024-03-12,19:00:00,Hockey,NHL,359.0,36.0,2023-08-24 15:00:00,2024-03-13 02:00:00,onsale,Saint Paul,Minnesota,44.94489438,-93.10121819,N/A,USD,https://www.ticketmaster.com/minnesota-wild-vs-arizona-coyotes-saint-paul-minnesota-03-12-2024/event/06005EDB25AD8661,vvG1bZ9ciPlb_-,N/A
291,Chicago Blackhawks vs. Calgary Flames,2024-03-26,19:30:00,Hockey,NHL,663.0,23.0,2023-08-31 15:00:00,2024-03-27 02:30:00,onsale,Chicago,Illinois,41.88124412,-87.67427375,N/A,USD,https://www.ticketmaster.com/chicago-blackhawks-vs-calgary-flames-chicago-illinois-03-26-2024/event/04005EDC97CD13E1,vvG18Z9cw9So2-,N/A
292,Los Angeles Dodgers vs. Chicago White Sox,2024-02-27,13:05:00,Baseball,MLB,0.0,0.0,1900-01-01 18:00:00,2024-02-27 20:05:00,onsale,Glendale,Arizona,33.537399,-112.295502,N/A,N/A,https://www.ticketmaster.com/event/Z7r9jZ1A7ZSQZ,Z7r9jZ1A7ZSQZ,N/A
293,Disney On Ice presents Into the Magic,2024-03-29,19:00:00,Ice Shows,Ice Shows,115.0,25.0,2023-11-14 15:00:00,2024-03-29 23:00:00,onsale,Hershey,Pennsylvania,40.285717,-76.6758748,"Discover why no dream is too big at Disney On Ice presents Into the Magic! Seek adventure in the great wide somewhere with Belle as she explores the Beasts enchanted castle, experience Moanas courage to embark on a voyage with demigod Maui to save her island, and sing-along with Miguel from Coco as he follows the music in his heart. Be inspired by Annas devotion to her sister Elsa on her journey to the North Mountain to stop the eternal winter, and watch Rapunzel and Flynn go to great lengths to make her dream come true. Celebrate the magic of courage, love and adventure at Disney On Ice! *Note: Costumes not permitted for guests 14 years & older. Visit DisneyOnIce.com for more information.",USD,https://www.ticketmaster.com/disney-on-ice-presents-into-the-hershey-pennsylvania-03-29-2024/event/02005F2FCF135D75,vvG1FZ9wT27ggg,N/A
294,Los Angeles Dodgers vs. Los Angeles Angels,2024-03-05,18:05:00,Baseball,MLB,0.0,0.0,1900-01-01 18:00:00,2024-03-06 01:05:00,onsale,Glendale,Arizona,33.537399,-112.295502,N/A,N/A,https://www.ticketmaster.com/event/Z7r9jZ1A7ZSQ7,Z7r9jZ1A7ZSQ7,N/A
295,Arizona Coyotes vs. New Jersey Devils,2024-03-16,14:00:00,Hockey,NHL,998.0,70.0,2023-08-11 17:00:00,2024-03-16 21:00:00,onsale,Tempe,Arizona,33.42535353,-111.92926329,"Please note the following for Arizona Coyotes games at Mullett Arena: - The NHL has a NO BAG POLICY. Only small clutches are allowed. Each guest may carry a small clutch/purse no larger than 4.5 inches x 6.5 inches. All bags are subject to search. Other things to consider are no bags, backpacks, large purses, oversized tote bags, colored plastic bags, solid drawstring bags, fanny packs, camera bags, binocular cases, mesh bags or reusable grocery bags are allowed. The arena does NOT have a check-in location for prohibited items. Medical bags and diaper bags are permitted and subject to a thorough search. - Mullett Arena is a CASHLESS Venue. Cash will not be accepted. - Sections 114, 115, 116, and 117 DO NOT have seat backs. - The advance price for parking is $30.00 and day of game parking is $40.00. - Tickets labeled with SRO are Standing Room Only tickets in an assigned section and do not have a physical seat.",USD,https://www.ticketmaster.com/arizona-coyotes-vs-new-jersey-devils-tempe-arizona-03-16-2024/event/19005EEA80150D2E,G5v0Z9mnZA8Vm,N/A
296,Chicago Blackhawks vs. Nashville Predators,2024-04-12,19:30:00,Hockey,NHL,744.0,25.0,2023-08-31 15:00:00,2024-04-13 02:30:00,onsale,Chicago,Illinois,41.88124412,-87.67427375,N/A,USD,https://www.ticketmaster.com/chicago-blackhawks-vs-nashville-predators-chicago-illinois-04-12-2024/event/04005EDC97D513EF,vvG18Z9cw9go2R,N/A
297,Disney On Ice presents Into the Magic,2024-03-24,15:00:00,Ice Shows,Ice Shows,110.0,15.0,2023-11-14 15:00:00,2024-03-24 20:00:00,onsale,Trenton,New Jersey,40.2127206,-74.7577,"Discover why no dream is too big at Disney On Ice presents Into the Magic! Seek adventure in the great wide somewhere with Belle as she explores the Beasts enchanted castle, experience Moanas courage to embark on a voyage with demigod Maui to save her island, and sing-along with Miguel from Coco as he follows the music in his heart. Be inspired by Annas devotion to her sister Elsa on her journey to the North Mountain to stop the eternal winter, and watch Rapunzel and Flynn go to great lengths to make her dream come true. Celebrate the magic of courage, love and adventure at Disney On Ice! *Note: Costumes not permitted for guests 14 years & older. Visit DisneyOnIce.com for more information.",USD,https://www.ticketmaster.com/disney-on-ice-presents-into-the-trenton-new-jersey-03-24-2024/event/00005F4AE00C329F,k7vGF9VlOdd1L,N/A
